BARCODE,ITEM CODE,DESCRIPTION 1,DESCRITION 2,DESCRIPTION 3,UNITS,DIVISION,GROUP,CLASSIFICATION 1,CLASSIFICATION 2, COST , SELLING PRICE , MODEL QUANTITY ,SUPPLIER CODE,MANUFACTURER, QUANTITY , REORDER POINT 
,VET PREM ,VETRACIN PREMIUM ,,,114,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 189.63 , 240.00 ,,UNAHCO,, 2 ,
,VET GOLD,VETRACIN GOLD,,,5 GMS.,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 16.35 , 22.00 ,,UNAHCO,, 48 ,
,VET GOLD,VETRACIN GOLD,,,24 GMS.,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 79.38 , 100.00 ,,UNAHCO,, 6 ,
,VET GOLD,VETRACIN GOLD,,,114,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 238.14 , 300.00 ,,UNAHCO,, 2 ,
,VETRACIN,VETRACIN,,,REPACK,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 1.40 , 5.00 ,,UNAHCO,,,
,VET CAPS 250,VET CAPS 250,,,CAPSULE,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 5.87 , 8.00 ,,UNAHCO,,,
,ENERGEN,ENERGEN,,,,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 15.82 , 22.00 ,,UNAHCO,, 44 ,
,VREX,VREX,,,,POULRTY SUPPLY,VET PRODUCTS,UNIVET,, 7.50 , 10.00 ,,UNAHCO,, 6 ,
,AMOXTIN ,AMOXTIN ,,,5GMS,POULRTY SUPPLY,VET PRODUCTS,SAGUPAAN,, 12.60 , 16.00 ,,SAGUPAAN,, 4 ,
,AMOXTIN,AMOXTIN,,,20 GMS.,POULRTY SUPPLY,VET PRODUCTS,SAGUPAAN,, 43.80 , 57.00 ,,SAGUPAAN,, 7 ,
,AXYLIN,AXYLIN,,,5 GMS.,POULRTY SUPPLY,VET PRODUCTS,SAGUPAAN,, 18.60 , 24.00 ,,SAGUPAAN,, 7 ,
,AXYLIN,AXYLIN,,,20GMS,POULRTY SUPPLY,VET PRODUCTS,SAGUPAAN,, 72.00 , 95.00 ,,SAGUPAAN,,,
,B 50,B 50,,,CAPS,POULRTY SUPPLY,VET PRODUCTS,SAGUPAAN,, 3.75 , 5.50 ,,SAGUPAAN,, 370 ,
,COMPLEXOR,COMPLEXOR,,,10 ML,POULRTY SUPPLY,VET PRODUCTS,SAGUPAAN,, 122.85 , 158.00 ,,SAGUPAAN,, 11 ,
,COMPLEXOR,COMPLEXOR,,,20 ML,POULRTY SUPPLY,VET PRODUCTS,SAGUPAAN,, 205.05 , 263.00 ,,SAGUPAAN,, 5 ,
,COMPLEXOR,COMPLEXOR,,,100ML,POULRTY SUPPLY,VET PRODUCTS,SAGUPAAN,, 798.40 , 955.00 ,,SAGUPAAN,,,
,COMPLEXOR,COMPLEXOR,,,1CC,POULRTY SUPPLY,VET PRODUCTS,SAGUPAAN,, 7.98 , 12.00 ,,SAGUPAAN,,,
,DOVITRON,DOVITRON,,,5GMS.,POULRTY SUPPLY,VET PRODUCTS,SAGUPAAN,, 12.60 , 16.00 ,,SAGUPAAN,, 22 ,
,DOVITRON,DOVITRON,,,20GMS,POULRTY SUPPLY,VET PRODUCTS,SAGUPAAN,, 41.40 , 55.00 ,,SAGUPAAN,, 9 ,
,EXTRACTOR,EXTRACTOR,,,CAPS,POULRTY SUPPLY,VET PRODUCTS,SAGUPAAN,, 4.20 , 7.00 ,,SAGUPAAN,, 46 ,
,HAMMER,HAMMER,,,CAPS,POULRTY SUPPLY,VET PRODUCTS,SAGUPAAN,, 3.75 , 5.50 ,,SAGUPAAN,, 599 ,
,HAMMER 6ML,HAMMER 6ML,,,6 ML.,POULRTY SUPPLY,VET PRODUCTS,SAGUPAAN,, 13.20 , 17.00 ,,SAGUPAAN,, 2 ,
,MITE FREE,MITE FREE,,,SACHET,POULRTY SUPPLY,VET PRODUCTS,SAGUPAAN,, 8.25 , 12.00 ,,SAGUPAAN,, 23 ,
,SELECTROGEN,SELECTROGEN,,,20 GMS.,POULRTY SUPPLY,VET PRODUCTS,SAGUPAAN,, 14.80 , 20.00 ,,SAGUPAAN,, 48 ,
,T^2s 500,T^2s 500,,,CAPS,POULRTY SUPPLY,VET PRODUCTS,SAGUPAAN,, 6.60 , 9.00 ,,SAGUPAAN,, 144 ,
,T^2s 500,T^2s 500,,,5 GMS.,POULRTY SUPPLY,VET PRODUCTS,SAGUPAAN,, 15.82 , 20.00 ,,SAGUPAAN,, 19 ,
,T^2s 500,T^2s 500,,,20 GMS.,POULRTY SUPPLY,VET PRODUCTS,SAGUPAAN,, 43.80 , 60.00 ,,SAGUPAAN,, 8 ,
,AFSILLIN,AFSILLIN,,,220GMS,POULRTY SUPPLY,VET PRODUCTS,NOVARTIS,, 134.00 , 165.00 ,,VARIOUS,,,
,AGITA,AGITA,,,3G,POULRTY SUPPLY,VET PRODUCTS,NOVARTIS,, 19.42 , 30.00 ,,VARIOUS,,,
,AGITA,AGITA,,,400GMS,POULRTY SUPPLY,VET PRODUCTS,NOVARTIS,," 2,660.85 ",,,VARIOUS,,,
,BELAMYL,BELAMYL,,,RETAIL,POULRTY SUPPLY,VET PRODUCTS,NOVARTIS,, 8.50 , 13.00 ,,CLDS,, 18 ,
,BELAMYL,BELAMYL,,,10ML.,POULRTY SUPPLY,VET PRODUCTS,NOVARTIS,, 163.00 , 188.00 ,,CLDS,, 9 ,
,BELAMYL,BELAMYL,,,20 ML.,POULRTY SUPPLY,VET PRODUCTS,NOVARTIS,, 234.00 , 278.00 ,,CLDS,, 9 ,
,BELAMYL,BELAMYL,,,50 ML.,POULRTY SUPPLY,VET PRODUCTS,NOVARTIS,, 435.00 , 540.00 ,,CLDS,, 1 ,
,BELAMYL,BELAMYL,,,100 ML.,POULRTY SUPPLY,VET PRODUCTS,NOVARTIS,, 850.00 ," 1,020.00 ",,CLDS,, 1 ,
,PAKYAW,PAKYAW,,,TABS,POULRTY SUPPLY,VET PRODUCTS,NOVARTIS,, 2.99 , 5.00 ,,CLDS,, 170 ,
,COSUMIX,COSUMIX,,,TABLET,POULRTY SUPPLY,VET PRODUCTS,NOVARTIS,, 7.47 , 9.00 ,,VARIOUS,,,
,DYNAMUTILIN,DYNAMUTILIN,,,TABLET,POULRTY SUPPLY,VET PRODUCTS,NOVARTIS,, 7.39 , 9.50 ,,VARIOUS,, 6 ,
,VIONATE,VIONATE,,,22OGMS.,POULRTY SUPPLY,VET PRODUCTS,NOVARTIS,, 272.00 , 312.00 ,,CLDS,, 2 ,
,ESB3,ESB3,,,20GMS,POULRTY SUPPLY,VET PRODUCTS,NOVARTIS,, 129.00 , 160.00 ,,CLDS,,,
,ROBIPENSTREP P,ROBIPENSTREP P,,,1 DOSE,POULRTY SUPPLY,VET PRODUCTS,ROBICHEM,, 21.44 , 30.00 ,,UY,, 9 ,
,ROBIPENSTREP P,ROBIPENSTREP P,,,10 DOSE,POULRTY SUPPLY,VET PRODUCTS,ROBICHEM,, 66.66 , 95.00 ,,UY,, 3 ,
,ROBIPENSTREP P,ROBIPENSTREP P,,,50 D,POULRTY SUPPLY,VET PRODUCTS,ROBICHEM,, 160.80 , 240.00 ,,UY,,,
,ROBISTREP VK,ROBISTREP VK,,,25 GMS.,POULRTY SUPPLY,VET PRODUCTS,ROBICHEM,, 34.66 , 50.00 ,,UY,, 5 ,
,ROBISTREP VK,ROBISTREP VK,,,110 GMS.,POULRTY SUPPLY,VET PRODUCTS,ROBICHEM,, 120.80 , 150.00 ,,UY,, 7 ,
,TRIPULAC,TRIPULAC,,,100 ML.,POULRTY SUPPLY,VET PRODUCTS,ROBICHEM,, 106.67 , 145.00 ,,UY,, 1 ,
,ROBI LA,ROBI LA,,,10 ML.,POULRTY SUPPLY,VET PRODUCTS,ROBICHEM,, 83.33 , 112.00 ,,UY,,,
,GONADIN,GONADIN,,,2 ML.,POULRTY SUPPLY,VET PRODUCTS,TRYCO,, 135.00 , 165.00 ,,SAN ISIDRO,, 6 ,
,PROTOLYTE,PROTOLYTE,,,250 ML.,POULRTY SUPPLY,VET PRODUCTS,TRYCO,, 70.00 , 97.00 ,,SAN ISIDRO,, 2 ,
,PITOXAL,PITOXAL,,,5 ML.,POULRTY SUPPLY,VET PRODUCTS,TRYCO,, 79.00 , 96.00 ,,SAN ISIDRO,, 4 ,
,SCOUREX,SCOUREX,,,COBLET,POULRTY SUPPLY,VET PRODUCTS,TRYCO,, 10.56 , 13.00 ,,SAN ISIDRO,, 11 ,
,STREP V,STREP V,,,25 GMS.,POULRTY SUPPLY,VET PRODUCTS,TRYCO,, 33.00 , 40.00 ,,SAN ISIDRO,,,
,STREP V,STREP V,,,114 GMS.,POULRTY SUPPLY,VET PRODUCTS,TRYCO,, 90.00 , 120.00 ,,SAN ISIDRO,,,
,STYZOL,STYZOL,,,TABLET,POULRTY SUPPLY,VET PRODUCTS,TRYCO,, 8.10 , 10.00 ,,SAN ISIDRO,,,
,TYROVITE,TYROVITE,,,25 GMS.,POULRTY SUPPLY,VET PRODUCTS,TRYCO,, 33.00 , 42.00 ,,SAN ISIDRO,,,
,TYROVITE,TYROVITE,,,114 GMS.,POULRTY SUPPLY,VET PRODUCTS,TRYCO,, 99.00 , 120.00 ,,SAN ISIDRO,,,
,TYROX-V,TYROX-V,,,TABLET,POULRTY SUPPLY,VET PRODUCTS,TRYCO,, 11.00 , 15.00 ,,SAN ISIDRO,, 27 ,
,ANIMYCIN,ANIMYCIN,,,60 ML.,POULRTY SUPPLY,VET PRODUCTS,BELMAN,, 53.32 , 59.00 ,,BELMAN,, 2 ,
,ANIMYCIN,ANIMYCIN,,,120 ML.,POULRTY SUPPLY,VET PRODUCTS,BELMAN,, 83.42 , 95.00 ,,BELMAN,,,
,CECCICAL,CECCICAL,,,200 GMS.,POULRTY SUPPLY,VET PRODUCTS,BELMAN,, 48.16 , 56.00 ,,BELMAN,, 3 ,
,COCKSURE,COCKSURE,,,,POULRTY SUPPLY,VET PRODUCTS,BELMAN,, 8.60 , 12.00 ,,BELMAN,,,
,DCM,DCM,,,100 ML.,POULRTY SUPPLY,VET PRODUCTS,BELMAN,, 148.78 , 172.00 ,,BELMAN,, 1 ,
,DCM,DCM,,,50 ML.,POULRTY SUPPLY,VET PRODUCTS,BELMAN,, 98.04 , 115.00 ,,BELMAN,, 1 ,
,ECOLMIN,ECOLMIN,,,20ML.,POULRTY SUPPLY,VET PRODUCTS,BELMAN,, 98.90 , 115.00 ,,BELMAN,,,
,ILUALCIN,ILUALCIN,,,2.5 ML.,POULRTY SUPPLY,VET PRODUCTS,BELMAN,, 27.78 , 38.00 ,,BELMAN,,,
,MILKGOLD,MILKGOLD,,,1 KG.,POULRTY SUPPLY,VET PRODUCTS,BELMAN,, 117.50 , 140.00 ,,BELMAN,, 2 ,
,PIDRO,PIDRO,,,2.4 GMS.,POULRTY SUPPLY,VET PRODUCTS,BELMAN,, 5.16 , 7.00 ,,BELMAN,, 35 ,
,PIDRO,PIDRO,,,24 GMS.,POULRTY SUPPLY,VET PRODUCTS,BELMAN,, 24.08 , 30.00 ,,BELMAN,, 10 ,
,SMP,SMP,,,TABLET,POULRTY SUPPLY,VET PRODUCTS,BELMAN,, 5.23 , 6.50 ,,BELMAN,, 66 ,
,TYLOFER,TYLOFER,,,10 ML.,POULRTY SUPPLY,VET PRODUCTS,BELMAN,, 149.64 , 180.00 ,,BELMAN,,,
,TYLOFER,TYLOFER,,,20 ML.,POULRTY SUPPLY,VET PRODUCTS,BELMAN,, 219.30 , 255.00 ,,BELMAN,,,
,V-22,V-22,,,30'S,POULRTY SUPPLY,VET PRODUCTS,BELMAN,, 43.13 , 59.00 ,,BELMAN,, 7 ,
,V-22,V-22,,,100'S,POULRTY SUPPLY,VET PRODUCTS,BELMAN,, 129.00 , 150.00 ,,BELMAN,, 3 ,
,V-22,V-22,,,1000'S,POULRTY SUPPLY,VET PRODUCTS,BELMAN,," 1,161.00 "," 1,350.00 ",,BELMAN,,,
,V-22,V-22,,,RETAIL,POULRTY SUPPLY,VET PRODUCTS,BELMAN,, 1.16 , 1.50 ,,BELMAN,, 7 ,
,V-22,V-22,,,200 GMS.,POULRTY SUPPLY,VET PRODUCTS,BELMAN,, 39.47 , 54.00 ,,BELMAN,, 3 ,
,VETCOMBEX,VETCOMBEX,,,10 ML.,POULRTY SUPPLY,VET PRODUCTS,BELMAN,, 79.98 , 95.00 ,,BELMAN,,,
,ILUALCIN,ILUALCIN,,,10ml,POULRTY SUPPLY,VET PRODUCTS,BELMAN,, 93.74 , 110.00 ,,BELMAN,,,
,NEOTERRA,NEOTERRA,,,20 GMS.,POULRTY SUPPLY,VET PRODUCTS,PFIZER,, 80.00 , 100.00 ,,SAN ISIDRO,,,
,TERRAMYCIN LA,TERRAMYCIN LA,,,10 ML.,POULRTY SUPPLY,VET PRODUCTS,PFIZER,, 140.00 , 200.00 ,,SAN ISIDRO,, 3 ,
,VALBAZEN,VALBAZEN,,,30 ML.,POULRTY SUPPLY,VET PRODUCTS,PFIZER,, 135.00 , 198.00 ,,SAN ISIDRO,, 2 ,
,TM LA,TM LA,,,100ML,POULRTY SUPPLY,VET PRODUCTS,PFIZER,, 490.00 , 630.00 ,,SAN ISIDRO,,,
,AGMETIN,AGMETIN,,, 5G ,POULRTY SUPPLY,VET PRODUCTS, METROVET ,, 14.58 , 22.00 ,,SAN ISIDRO,, 18 ,
,ANIMASTRATH,ANIMASTRATH,,,CAPSULE,POULRTY SUPPLY,VET PRODUCTS, METROVET ,, 6.53 , 8.50 ,,SAN ISIDRO,, 71 ,
,AQUADOX,AQUADOX,,,4 GMS.,POULRTY SUPPLY,VET PRODUCTS, METROVET ,, 14.83 , 20.00 ,,SAN ISIDRO,, 14 ,
,AQUADOX,AQUADOX,,,25 GMS.,POULRTY SUPPLY,VET PRODUCTS, METROVET ,, 58.75 , 80.00 ,,SAN ISIDRO,, 11 ,
,AQUADOX,AQUADOX,,,100GMS.,POULRTY SUPPLY,VET PRODUCTS, METROVET ,, 108.00 , 130.00 ,,SAN ISIDRO,, 1 ,
,GALLIMYCIN,GALLIMYCIN,,,5 GMS.,POULRTY SUPPLY,VET PRODUCTS, METROVET ,, 16.02 , 20.00 ,,SAN ISIDRO,, 4 ,
,VIMVITE,VIMVITE,,,TABLET,POULRTY SUPPLY,VET PRODUCTS, METROVET ,, 3.60 , 5.00 ,,SAN ISIDRO,,,
,AMBROXITIL,AMBROXITIL,,,5 GMS.,POULRTY SUPPLY,VET PRODUCTS,EXCELLENCE,, 24.80 , 31.00 ,,EXCELLENCE,, 58 ,
,AMTYL,AMTYL,,,TABS.,POULRTY SUPPLY,VET PRODUCTS,EXCELLENCE,, 12.00 , 15.00 ,,EXCELLENCE,, 179 ,
,OXYRID,OXYRID,,,,POULRTY SUPPLY,VET PRODUCTS,EXCELLENCE,, 123.75 , 160.00 ,,EXCELLENCE,, 6 ,
,TRUE GRIT,TRUE GRIT,,,,POULRTY SUPPLY,VET PRODUCTS,EXCELLENCE,, 3.88 , 6.00 ,,EXCELLENCE,, 120 ,
,ZERO MITE,ZERO MITE,,,,POULRTY SUPPLY,VET PRODUCTS,EXCELLENCE,, 11.21 , 15.00 ,,EXCELLENCE,, 31 ,
,RID,RID,,,,POULRTY SUPPLY,VET PRODUCTS,EXCELLENCE,, 3.50 , 5.00 ,,EXCELLENCE,,,
,VOLTPLEX,VOLTPLEX,,,TABS.,POULRTY SUPPLY,VET PRODUCTS,EXCELLENCE,, 9.49 , 14.00 ,,EXCELLENCE,, 158 ,
,TEPOX,TEPOX,,,,POULRTY SUPPLY,VET PRODUCTS,EXCELLENCE,, 21.25 , 27.00 ,,EXCELLENCE,, 28 ,
,RELOAD,RELOAD,,,5ml,POULRTY SUPPLY,VET PRODUCTS,EXCELLENCE,, 112.50 , 130.00 ,,EXCELLENCE,, 4 ,
,ASUNTOL,ASUNTOL,,,REPACK,POULRTY SUPPLY,VET PRODUCTS,BAYER,, 70.00 , 90.00 ,,SAN ISIDRO,,,
,ASUNTOL,ASUNTOL,,,500GMS.,POULRTY SUPPLY,VET PRODUCTS,BAYER,," 3,414.22 ",,,SAN ISIDRO,,,
,BAYTRIL,BAYTRIL,,,20 ML.,POULRTY SUPPLY,VET PRODUCTS,BAYER,, 342.76 , 450.00 ,,SAN ISIDRO,, 3 ,
,COFORTA,COFORTA,,,20 ML,POULRTY SUPPLY,VET PRODUCTS,BAYER,, 242.00 , 292.00 ,,SAN ISIDRO,, 1 ,
,NEGUVON,NEGUVON,,,5GMS.,POULRTY SUPPLY,VET PRODUCTS,BAYER,, 45.00 , 60.00 ,,SAN ISIDRO,, 8 ,
,NEGUVON,NEGUVON,,,10 GMS.,POULRTY SUPPLY,VET PRODUCTS,BAYER,, 92.71 , 115.00 ,,SAN ISIDRO,,,
,RINTAL,RINTAL,,,,POULRTY SUPPLY,VET PRODUCTS,BAYER,, 7.81 , 10.00 ,,SAN ISIDRO,,,
,BAYCOX,BAYCOX,,,,POULRTY SUPPLY,VET PRODUCTS,BAYER,," 2,618.00 ",,,SAN ISIDRO,,,
,ALFAMEC,ALFAMEC,,,,POULRTY SUPPLY,VET PRODUCTS,PHYLUM,, 595.00 , 710.00 ,,PHYLUM,, 1 ,
,AMILYTE-C ,AMILYTE-C ,,,100ML,POULRTY SUPPLY,VET PRODUCTS,PHYLUM,, 190.00 , 230.00 ,,PHYLUM,,,
,AMOXICILLIN,AMOXICILLIN,,,100ML,POULRTY SUPPLY,VET PRODUCTS,PHYLUM,, 521.00 , 625.00 ,,PHYLUM,,,
,BICOMED,BICOMED,,,100ML,POULRTY SUPPLY,VET PRODUCTS,PHYLUM,, 268.00 , 365.00 ,,PHYLUM,,,
,BIOVITALYTE,BIOVITALYTE,,,,POULRTY SUPPLY,VET PRODUCTS,PHYLUM,, 789.00 ,,,PHYLUM,,,
,ENROMED,ENROMED,,,100ML,POULRTY SUPPLY,VET PRODUCTS,PHYLUM,, 413.00 , 495.00 ,,PHYLUM,,,
,FTD,FTD,,,100ML,POULRTY SUPPLY,VET PRODUCTS,PHYLUM,, 455.00 , 545.00 ,,PHYLUM,,,
,GENTAMICIN,GENTAMICIN,,,,POULRTY SUPPLY,VET PRODUCTS,PHYLUM,, 384.00 , 460.00 ,,PHYLUM,,,
,KANADEXCON,KANADEXCON,,,100ML,POULRTY SUPPLY,VET PRODUCTS,PHYLUM,, 351.00 , 500.00 ,,PHYLUM,,,
,METAPYRONE,METAPYRONE,,,100ML,POULRTY SUPPLY,VET PRODUCTS,PHYLUM,, 198.00 , 240.00 ,,PHYLUM,,,
,OXYTETRA LA,OXYTETRA LA,,,100ML,POULRTY SUPPLY,VET PRODUCTS,PHYLUM,, 306.00 , 367.00 ,,PHYLUM,,,
,VIT ADE,VIT ADE,,,100ML,POULRTY SUPPLY,VET PRODUCTS,PHYLUM,, 355.00 , 426.00 ,,PHYLUM,, 1 ,
,AMIMOX,AMIMOX,,,100ML,POULRTY SUPPLY,VET PRODUCTS,PHYLUM,, 504.00 , 605.00 ,,PHYLUM,,,
,PHYLUMOX 20% LA,PHYLUMOX 20% LA,,,100ML,POULRTY SUPPLY,VET PRODUCTS,PHYLUM,, 541.00 , 650.00 ,,PHYLUM,,,
,MULTIVITAMINS,MULTIVITAMINS,,,100ML,POULRTY SUPPLY,VET PRODUCTS,PHYLUM,, 330.00 , 395.00 ,,PHYLUM,,,
,ACROVIM,ACROVIM,,,,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 4.00 , 6.00 ,,CLDS,,,
,AMINOPLEX,AMINOPLEX,,,10ML,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 420.00 , 505.00 ,,CLDS,,,
,AMINOPLEX,AMINOPLEX,,,30ML,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 610.00 , 725.00 ,,CLDS,, 1 ,
,AMINOPLEX ,AMINOPLEX ,,,CAPSULE,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 5.52 , 8.00 ,,CLDS,, 172 ,
,AMOX 250,AMOX 250,,,CAPSULE,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 1.50 , 5.00 ,,CLDS,, 78 ,
,AMOX 500,AMOX 500,,,CAPSULE,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 2.00 , 8.00 ,,CLDS,, 68 ,
,BIOCID,BIOCID,,,1L,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 845.00 , 970.00 ,,SAN ISIDRO,,,
,B-12 AAFES,B-12 AAFES,,,TABS,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 0.40 , 1.00 ,,ARVET,, 86 ,
,B-12 AAFES,B-12 AAFES,,,100'S,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 40.00 , 75.00 ,,ARVET,, 8 ,
,BIONIC FIGHTER,BIONIC FIGHTER,,,CAPLET,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 4.00 , 6.00 ,,VARIOUS,, 7 ,
,C.T WILLIAM,C.T WILLIAM,,,CAPSULE,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 9.00 , 14.00 ,,ARVET,, 102 ,
,CALCIUM,CALCIUM,,,TABLET,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 0.10 , 0.50 ,,ARVET,,,
,CALCIUM,CALCIUM,,,100'S,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 10.00 , 20.00 ,,ARVET,, 32 ,
,CEFA ,CEFA ,,,CAPLET,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 3.50 , 15.00 ,,VARIOUS,, 67 ,
,CENTRUM,CENTRUM,,,TABLET,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 4.20 , 8.00 ,,ARVET,,,
,CENTRUM SILVER,CENTRUM SILVER,,,TABLET,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 4.74 , 10.00 ,,ARVET,, 106 ,
,CHLORAM 250,CHLORAM 250,,,CAPSULE,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 1.60 , 4.00 ,,ARVET,, 99 ,
,CHLORAM 500,CHLORAM 500,,,CAPSULE,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 2.00 , 7.00 ,,ARVET,, 78 ,
,COD LIVER OIL,COD LIVER OIL,,,CAPSULE,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 0.85 , 2.00 ,,CLDS,, 60 ,
,COD LIVER OIL,COD LIVER OIL,,,100'S,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 85.00 , 130.00 ,,CLDS,, 2 ,
,COMBINEX,COMBINEX,,,,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 166.30 , 225.00 ,,HUNTER,, 3 ,
,DEMONS DRIVER,DEMONS DRIVER,,,,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 105.00 , 135.00 ,,VARIOUS,,,
,DERBY PILLS,DERBY PILLS,,,TABLET,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 3.45 , 5.00 ,,VARIOUS,,,
,ENROFLOXACIN 250MG,ENROFLOXACIN 250MG,,,,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 4.75 , 10.00 ,,CLDS,,,
,ENROFLOXACIN 500MG,ENROFLOXACIN 500MG,,,,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 6.92 , 14.00 ,,CLDS,, 114 ,
,IVERMECTIN,IVERMECTIN,,,RETAIL,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 0.07 , 15.00 ,,VETFILES,, 35 ,
,IVOMEC,IVOMEC,,,100ML.,POULRTY SUPPLY,VET PRODUCTS,OTHERS,," 1,200.00 "," 1,800.00 ",,VARIOUS,,,
,IVOMEC,IVOMEC,,,RETAIL,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 12.00 , 25.00 ,,VARIOUS,,,
,L-SPEC,L-SPEC,,,10ML,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 207.00 , 260.00 ,,CLDS,, 1 ,
,MOTHYL-X TABS,MOTHYL-X TABS,,,TABS,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 1.20 , 2.00 ,,ARVET,, 41 ,
,MOTHYL-X TABS,MOTHYL-X TABS,,,50'S,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 60.00 , 85.00 ,,ARVET,, 1 ,
,MULTI,MULTI,,,TABLET,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 0.10 , 0.50 ,,ARVET,,,
,MULTI,MULTI,,,100'S,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 10.00 , 20.00 ,,ARVET,, 42 ,
,NUXVOMICA,NUXVOMICA,,,7ML,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 135.00 , 185.00 ,,CLDS,,,
,OMETOL,OMETOL,,,CAPSULE,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 10.60 , 15.00 ,,CLDS,,,
,PHARMATON,PHARMATON,,,TABS,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 14.00 , 24.00 ,,ARVET,, 8 ,
,PHARMATON,PHARMATON,,,100'S,POULRTY SUPPLY,VET PRODUCTS,OTHERS,," 1,400.00 ",,,ARVET,,,
,RED CELL,RED CELL,,,DROPS,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 44.00 , 100.00 ,,UNAHCO,,,
,RELOAD PLUS,RELOAD PLUS,,,15ML.,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 249.00 , 300.00 ,,EXCELLENCE,,,
,RESPIGEN,RESPIGEN,,,5ml,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 127.00 , 155.00 ,,EXCELLENCE,, 2 ,
,RESPIGEN,RESPIGEN,,,10ml,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 235.00 , 285.00 ,,EXCELLENCE,, 1 ,
,RESPIGEN GEL,RESPIGEN GEL,,,,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 396.00 , 475.00 ,,EXCELLENCE,, 2 ,
,ROMOXTYL,ROMOXTYL,,,,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 9.90 , 14.00 ,,UNAHCO,, 83 ,
,SECRET WEAPON,SECRET WEAPON,,,,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 180.00 , 235.00 ,,VARIOUS,, 2 ,
,STRESS FORMULA,STRESS FORMULA,,,CAPLET,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 3.85 , 6.50 ,,ARVET,, 99 ,
,STRESS FORMULA,STRESS FORMULA,,,100'S,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 385.00 , 520.00 ,,ARVET,,,
,SULVET OBLETS,SULVET OBLETS,,,,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 20.14 , 25.00 ,,ARVET,,,
,TYLAN 50,TYLAN 50,,,,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 75.67 , 115.00 ,,HUNTER,,,
,VIRKON ,VIRKON ,,,1KG,POULRTY SUPPLY,VET PRODUCTS,OTHERS,," 1,505.00 "," 1,750.00 ",,SAN ISIDRO,,,
,WORMAL,WORMAL,,,CAPLET,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 3.61 , 6.00 ,,ARVET,, 73 ,
,THYMOL POWDER,THYMOL POWDER,,,75GMS,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 70.00 , 85.00 ,,CLDS,,,
, B-12 1000MG, B-12 1000MG,,,10ML.,POULRTY SUPPLY,VET PRODUCTS,OTHERS,, 235.00 , 290.00 ,,CLDS,, 1 ,
